sessionid,clicks,channel,dm_clicks,orders,had_checkout_intent,converted
1o1mni1zctmmbg7hed6,10,paid,2,0,1,0
1o1mni1zctmmbg7i0b9,1,organic,0,0,0,0
1o1mni1zctmmbg7p3yk,1,organic,0,0,0,0
1o1mni1zctmmbg7t3hx,3,paid,2,0,1,0
1o1mni1zctmmbg7u3qt,3,paid,1,0,1,0
1o1mni1zctmmbg7zaxu,7,organic,0,1,0,1
1o1mni1zctmmbg88l0e,3,organic,0,0,0,0
1o1mni1zctmmbg8wlz4,6,paid,1,0,1,0
1o1mni1zctmmbg98s4q,1,paid,1,0,1,0
1o1mni1zctmmbg9si2f,2,paid,1,0,1,0
1o1mni1zctmmbg9szb2,2,organic,0,0,0,0
1o1mni1zctmmbg9zsig,11,paid,4,0,1,0
1o1mni1zctmmbga68ui,6,organic,0,0,0,0
1o1mni1zctmmbga8ybd,5,paid,1,0,1,0
1o1mni1zctmmbgack7o,3,paid,1,0,1,0
1o1mni1zctmmbgaq60j,1,paid,4,0,1,0
1o1mni1zctmmbgb0vqc,1,organic,0,0,0,0
1o1mni1zctmmbgb9l5q,4,paid,1,0,1,0
1o1mni1zctmmbgbcqzl,7,paid,1,0,1,0
1o1mni1zctmmbgcjc5b,2,paid,1,0,1,0
1o1mni1zctmmbgcw9g7,4,organic,0,0,0,0
1o1mni1zctmmbgd31mc,5,organic,0,1,0,1
1o1mni1zctmmbgdh7km,7,paid,1,1,1,1
1o1mni1zctmmbgdkr0w,9,paid,1,1,1,1
1o1mni1zctmmbgdp91h,1,paid,1,0,1,0
1o1mni1zctmmbge9q51,2,paid,1,0,1,0
1o1mni1zctmmbgekz2c,1,paid,1,0,1,0
1o1mni1zctmmbgenkd3,5,organic,0,0,0,0
1o1mni1zctmmbgeo3cd,2,organic,0,0,0,0
1o1mni1zctmmbgetxkm,34,paid,2,0,1,0
1o1mni1zctmmbgeu3vo,7,paid,2,0,1,0
1o1mni1zctmmbgf82jj,1,paid,1,0,1,0
1o1mni1zctmmbgfx4we,19,organic,0,1,0,1
1o1mni1zctmmbgfzdf7,7,organic,0,0,0,0
1o1mni1zctmmbgfzz2a,1,paid,1,0,1,0
1o1mni1zctmmbggdo0h,2,paid,1,0,1,0
1o1mni1zctmmbggi4e9,1,paid,2,0,1,0
1o1mni1zctmmbggqij0,1,paid,1,0,1,0
1o1mni1zctmmbggsrs9,1,organic,0,0,0,0
1o1mni1zctmmbgh0gax,13,paid,1,0,1,0
1o1mni1zctmmbgh6tln,4,paid,1,0,1,0
1o1mni1zctmmbghx3rs,1,paid,1,0,1,0
1o1mni1zctmmbgi7pqw,9,paid,2,0,1,0
1o1mni1zctmmbgi8enf,2,paid,1,0,1,0
1o1mni1zctmmbgic1vz,4,organic,0,0,0,0
1o1mni1zctmmbgick7r,19,paid,1,1,1,1
1o1mni1zctmmbgigd0t,4,organic,0,1,0,1
1o1mni1zctmmbgit32k,1,paid,1,0,1,0
1o1mni1zctmmbgj7p01,2,organic,0,0,0,0
1o1mni1zctmmbgj8w4g,4,organic,0,0,0,0
1o1mni1zctmmbgjjr5h,3,organic,0,0,0,0
1o1mni1zctmmbgjxeiu,5,paid,1,0,1,0
1o1mni1zctmmbgk1ihf,1,paid,1,0,1,0
1o1mni1zctmmbgk2b4b,4,organic,0,0,0,0
1o1mni1zctmmbgk4u4i,2,paid,1,0,1,0
1o1mni1zctmmbgke6i6,2,paid,1,0,1,0
1o1mni1zctmmbgke71t,1,paid,3,0,1,0
1o1mni1zctmmbgki2xq,5,paid,6,0,1,0
1o1mni1zctmmbgkluhk,5,paid,1,0,1,0
1o1mni1zctmmbgksmxv,2,paid,1,0,1,0
1o1mni1zctmmbgkt7ip,1,paid,1,0,1,0
1o1mni1zctmmbgkzi1x,1,paid,2,0,1,0
1o1mni1zctmmbgl75wi,6,paid,1,1,1,1
1o1mni1zctmmbgl9xvh,8,paid,1,0,1,0
1o1mni1zctmmbglcy3m,7,paid,1,0,1,0
1o1mni1zctmmbglmal8,6,organic,0,1,0,1
1o1mni1zctmmbgltfs3,7,paid,1,0,1,0
1o1mni1zctmmbglthk0,2,organic,0,0,0,0
1o1mni1zctmmbglw1zw,3,paid,1,0,1,0
1o1mni1zctmmbglwfo2,6,paid,1,0,1,0
1o1mni1zctmmbgm0ryk,2,paid,2,0,1,0
1o1mni1zctmmbgm2efn,1,paid,1,0,1,0
1o1mni1zctmmbgm32ii,9,paid,1,0,1,0
1o1mni1zctmmbgmjiyu,1,paid,1,0,1,0
1o1mni1zctmmbgmjjxg,6,paid,11,0,1,0
1o1mni1zctmmbgmkvbx,33,paid,2,0,1,0
1o1mni1zctmmbgmlkxq,9,paid,45,0,1,0
1o1mni1zctmmbgmoq98,1,paid,1,0,1,0
1o1mni1zctmmbgmp4hd,1,paid,1,0,1,0
1o1mni1zctmmbgmwxv9,1,paid,1,0,1,0
1o1mni1zctmmbgn2dng,1,paid,1,0,1,0
1o1mni1zctmmbgn7twc,5,organic,0,0,0,0
1o1mni1zctmmbgnnjc5,2,organic,0,0,0,0
1o1mni1zctmmbgnt7nq,3,organic,0,0,0,0
1o1mni1zctmmbgnv0p6,1,organic,0,0,0,0
1o1mni1zctmmbgnv4cr,7,paid,1,0,1,0
1o1mni1zctmmbgnyb3t,3,organic,0,0,0,0
1o1mni1zctmmbgo0mav,1,organic,0,0,0,0
1o1mni1zctmmbgobheb,8,organic,0,0,0,0
1o1mni1zctmmbgod0wv,7,paid,1,1,1,1
1o1mni1zctmmbgohtse,6,paid,2,0,1,0
1o1mni1zctmmbgolswn,2,paid,1,0,1,0
1o1mni1zctmmbgornq5,5,paid,1,0,1,0
1o1mni1zctmmbgp4uyn,1,paid,1,0,1,0
1o1mni1zctmmbgp91qw,13,paid,1,1,1,1
1o1mni1zctmmbgpfldp,1,paid,1,0,1,0
1o1mni1zctmmbgptlxa,2,paid,1,0,1,0
1o1mni1zctmmbgr64t9,1,paid,2,0,1,0
1o1mni1zctmmbgrb20k,3,paid,1,0,1,0
1o1mni1zctmmbgrj8i0,9,organic,0,0,0,0
1o1mni1zctmmbgs37sy,1,paid,6,0,1,0
1o1mni1zctmmbgsa5z7,8,paid,3,0,1,0
1o1mni1zctmmbgsfpws,1,paid,1,0,1,0
1o1mni1zctmmbgshpdh,1,paid,1,0,1,0
1o1mni1zctmmbgsi3xv,1,paid,1,0,1,0
1o1mni1zctmmbgsmk7a,1,paid,1,0,1,0
1o1mni1zctmmbgsr8u7,1,paid,1,0,1,0
1o1mni1zctmmbgswefh,1,paid,1,0,1,0
1o1mni1zctmmbgt3kte,2,paid,1,0,1,0
1o1mni1zctmmbgtd0pb,1,paid,1,0,1,0
1o1mni1zctmmbgtle0g,3,paid,1,0,1,0
1o1mni1zctmmbgtmq4m,1,paid,1,0,1,0
1o1mni1zctmmbgtsqiy,3,paid,1,0,1,0
1o1mni1zctmmbgttpm4,2,paid,1,0,1,0
1o1mni1zctmmbgtztlo,14,paid,1,1,1,1
1o1mni1zctmmbgu8nfx,2,paid,1,0,1,0
1o1mni1zctmmbgub06k,1,paid,1,0,1,0
1o1mni1zctmmbgubzog,1,paid,1,0,1,0
1o1mni1zctmmbgucep4,8,paid,4,0,1,0
1o1mni1zctmmbgufwm6,4,paid,1,0,1,0
1o1mni1zctmmbguinpp,1,paid,3,0,1,0
1o1mni1zctmmbgumqzh,1,paid,1,0,1,0
1o1mni1zctmmbgus5h3,6,paid,1,0,1,0
1o1mni1zctmmbguymn3,1,paid,1,0,1,0
1o1mni1zctmmbgv0x8i,13,paid,4,0,1,0
1o1mni1zctmmbgv3f7i,2,paid,3,0,1,0
1o1mni1zctmmbgv6fak,1,organic,0,0,0,0
1o1mni1zctmmbgv99zp,1,paid,1,0,1,0
1o1mni1zctmmbgvbe4z,4,paid,4,0,1,0
1o1mni1zctmmbgvbmrb,2,organic,0,0,0,0
1o1mni1zctmmbgvf8ll,47,organic,0,0,0,0
1o1mni1zctmmbgvk2fr,1,paid,4,0,1,0
1o1mni1zctmmbgvpxuy,136,paid,1,0,1,0
1o1mni1zctmmbgvrcbv,2,paid,1,0,1,0
1o1mni1zctmmbgvtf55,6,paid,1,0,1,0
1o1mni1zctmmbgvxc1m,1,paid,1,0,1,0
1o1mni1zctmmbgvxszd,4,paid,2,1,1,1
1o1mni1zctmmbgvzfqn,9,paid,1,1,1,1
1o1mni1zctmmbgw0t9x,4,paid,3,0,1,0
1o1mni1zctmmbgw2ife,3,paid,2,0,1,0
1o1mni1zctmmbgw3nxa,7,organic,0,0,0,0
1o1mni1zctmmbgw7t67,1,paid,2,0,1,0
1o1mni1zctmmbgw7tgn,7,paid,1,0,1,0
1o1mni1zctmmbgwbpg4,3,paid,3,0,1,0
1o1mni1zctmmbgwgmek,1,paid,1,0,1,0
1o1mni1zctmmbgwhxy9,2,paid,1,0,1,0
1o1mni1zctmmbgwsgnr,28,paid,1,0,1,0
1o1mni1zctmmbgx12pf,9,paid,1,0,1,0
1o1mni1zctmmbgx1dui,66,organic,0,0,0,0
1o1mni1zctmmbgxbnv6,14,organic,0,0,0,0
1o1mni1zctmmbgxh5yo,11,organic,0,0,0,0
1o1mni1zctmmbgxh7za,2,organic,0,0,0,0
1o1mni1zctmmbgxikg6,2,paid,2,0,1,0
1o1mni1zctmmbgxrkkp,16,paid,1,0,1,0
1o1mni1zctmmbgxtwj4,1,paid,1,0,1,0
1o1mni1zctmmbgxudh2,5,paid,2,0,1,0
1o1mni1zctmmbgxxkey,7,paid,1,0,1,0
1o1mni1zctmmbgy1rq3,2,paid,1,0,1,0
1o1mni1zctmmbgy46kd,4,organic,0,0,0,0
1o1mni1zctmmbgy4tdq,4,paid,2,0,1,0
1o1mni1zctmmbgydu11,3,organic,0,0,0,0
1o1mni1zctmmbgyhb4i,2,paid,1,0,1,0
1o1mni1zctmmbgyit2r,2,paid,2,0,1,0
1o1mni1zctmmbgz69fp,10,paid,2,0,1,0
1o1mni1zctmmbgza2x7,4,organic,0,0,0,0
1o1mni1zctmmbgzbemb,18,paid,1,1,1,1
1o1mni1zctmmbgzbpzf,1,paid,1,0,1,0
1o1mni1zctmmbgzgw6r,2,paid,1,0,1,0
1o1mni1zctmmbgzld8o,7,paid,1,1,1,1
1o1mni1zctmmbgzms4p,10,paid,1,0,1,0
1o1mni1zctmmbgzoyg3,49,organic,0,1,0,1
1o1mni1zctmmbgzqkk8,7,paid,1,1,1,1
1o1mni1zctmmbgzqyu1,12,paid,2,0,1,0
1o1mni1zctmmbgztorl,1,paid,1,0,1,0
1o1mni1zctmmbgzya8k,2,paid,1,0,1,0
1o1mni1zctmmbh05g2x,5,paid,1,0,1,0
1o1mni1zctmmbh073p5,13,organic,0,0,0,0
1o1mni1zctmmbh07w5x,1,paid,1,0,1,0
1o1mni1zctmmbh0d8go,2,organic,0,0,0,0
1o1mni1zctmmbh0dtpk,10,organic,0,0,0,0
1o1mni1zctmmbh0kpeh,2,organic,0,0,0,0
1o1mni1zctmmbh0rdaa,3,organic,0,0,0,0
1o1mni1zctmmbh0tiqa,19,paid,2,1,1,1
1o1mni1zctmmbh0xyvj,27,organic,0,0,0,0
1o1mni1zctmmbh12s2x,4,organic,0,0,0,0
1o1mni1zctmmbh15g0i,3,organic,0,0,0,0
1o1mni1zctmmbh1c3rv,2,paid,1,0,1,0
1o1mni1zctmmbh1c96c,2,organic,0,0,0,0
1o1mni1zctmmbh1ike8,1,organic,0,0,0,0
1o1mni1zctmmbh1tsvb,100,organic,0,1,0,1
1o1mni1zctmmbh1z7po,4,organic,0,0,0,0
1o1mni1zctmmbh2d70o,17,organic,0,1,0,1
1o1mni1zctmmbh2ee8t,1,paid,1,0,1,0
1o1mni1zctmmbh2suo4,11,paid,1,0,1,0
1o1mni1zctmmbh2xmhk,7,organic,0,0,0,0
1o1mni1zctmmbh37sxt,3,paid,2,0,1,0
1o1mni1zctmmbh37yhy,6,paid,1,0,1,0
1o1mni1zctmmbh3bftd,5,paid,1,0,1,0
1o1mni1zctmmbh3clmq,6,paid,2,0,1,0
1o1mni1zctmmbh3f6fw,3,paid,1,0,1,0
1o1mni1zctmmbh3njuy,14,paid,2,0,1,0
1o1mni1zctmmbh3u90k,2,organic,0,0,0,0
1o1mni1zctmmbh4u788,1,paid,1,0,1,0
1o1mni1zctmmbh6m844,4,paid,2,0,1,0
1o1mni1zctmmbh6rn9t,22,organic,0,0,0,0
1o1mni1zctmmbhan9rn,1,paid,1,0,1,0
1o1mni1zctmmbhbids7,2,paid,1,0,1,0
1o1mni1zctmmbhbre7v,1,paid,1,0,1,0
1o1mni1zctmmbhc5d0s,3,paid,1,0,1,0
1o1mni1zctmmbhefoi9,1,organic,0,0,0,0
1o1mni1zctmmbhenbbf,21,paid,2,1,1,1
1o1mni1zctmmbhex7hp,2,organic,0,0,0,0
1o1mni1zctmmbhfd7d1,1,paid,1,0,1,0
1o1mni1zctmmbhfqivv,3,organic,0,0,0,0
1o1mni1zctmmbhfspym,1,paid,2,0,1,0
1o1mni1zctmmbhg5kri,1,paid,1,0,1,0
1o1mni1zctmmbhgjmfb,3,paid,2,0,1,0
1o1mni1zctmmbhgohbp,1,paid,3,0,1,0
1o1mni1zctmmbhgtuev,1,paid,2,0,1,0
1o1mni1zctmmbhgxoab,3,paid,1,0,1,0
1o1mni1zctmmbhhdtlk,2,paid,1,0,1,0
1o1mni1zctmmbhhizgq,1,paid,1,0,1,0
1o1mni1zctmmbhhm6qs,1,paid,1,0,1,0
1o1mni1zctmmbhhqiil,5,paid,2,0,1,0
1o1mni1zctmmbhhwmob,1,paid,1,0,1,0
1o1mni1zctmmbhi81po,3,paid,3,0,1,0
1o1mni1zctmmbhihrhe,2,paid,1,0,1,0
1o1mni1zctmmbhijxty,1,paid,1,0,1,0
1o1mni1zctmmbhikdm2,2,paid,1,0,1,0
1o1mni1zctmmbhiqjk4,1,paid,1,0,1,0
1o1mni1zctmmbhirysf,1,paid,1,0,1,0
1o1mni1zctmmbhisfvo,1,paid,1,0,1,0
1o1mni1zctmmbhiurq1,2,paid,1,0,1,0
1o1mni1zctmmbhiwomu,1,paid,1,0,1,0
1o1mni1zctmmbhj5e40,2,paid,1,0,1,0
1o1mni1zctmmbhj9h38,2,paid,3,0,1,0
1o1mni1zctmmbhjbiq6,5,paid,1,0,1,0
1o1mni1zctmmbhjiz5v,1,paid,1,0,1,0
1o1mni1zctmmbhjljni,1,organic,0,0,0,0
1o1mni1zctmmbhjornp,1,paid,1,0,1,0
1o1mni1zctmmbhjphly,1,paid,1,0,1,0
1o1mni1zctmmbhjrjob,7,paid,1,1,1,1
1o1mni1zctmmbhk2rdd,1,paid,1,0,1,0
1o1mni1zctmmbhk904o,69,organic,0,0,0,0
1o1mni1zctmmbhkiash,1,paid,1,0,1,0
1o1mni1zctmmbhkin1e,1,organic,0,0,0,0
1o1mni1zctmmbhkmkxg,7,organic,0,1,0,1
1o1mni1zctmmbhkmqwr,2,paid,1,0,1,0
1o1mni1zctmmbhksuu8,8,paid,1,1,1,1
1o1mni1zctmmbhl0sdl,13,paid,1,0,1,0
1o1mni1zctmmbhl5wyd,2,paid,1,0,1,0
1o1mni1zctmmbhl67tn,6,paid,2,0,1,0
1o1mni1zctmmbhl7jvw,42,organic,0,0,0,0
1o1mni1zctmmbhlcyvo,1,paid,1,0,1,0
1o1mni1zctmmbhlgazv,1,paid,1,0,1,0
1o1mni1zctmmbhllqfl,2,paid,2,0,1,0
1o1mni1zctmmbhlnqkd,1,paid,1,0,1,0
1o1mni1zctmmbhlpkc1,1,paid,2,0,1,0
1o1mni1zctmmbhlsic6,2,paid,1,0,1,0
1o1mni1zctmmbhlsjxc,2,organic,0,0,0,0
1o1mni1zctmmbhltmhm,4,paid,1,0,1,0
1o1mni1zctmmbhluybe,1,organic,0,0,0,0
1o1mni1zctmmbhlwir4,1,paid,1,0,1,0
1o1mni1zctmmbhlyi5c,2,paid,2,0,1,0
1o1mni1zctmmbhm0gcw,14,paid,2,0,1,0
1o1mni1zctmmbhm0oul,1,paid,1,0,1,0
1o1mni1zctmmbhm2f21,1,paid,10,0,1,0
1o1mni1zctmmbhm8kp4,3,paid,1,0,1,0
1o1mni1zctmmbhmbs6r,1,paid,1,0,1,0
1o1mni1zctmmbhmc7rg,12,paid,1,1,1,1
1o1mni1zctmmbhmddig,2,organic,0,0,0,0
1o1mni1zctmmbhmdho6,3,paid,1,0,1,0
1o1mni1zctmmbhme0km,3,paid,2,0,1,0
1o1mni1zctmmbhmjrgx,15,paid,1,1,1,1
1o1mni1zctmmbhmkmqc,1,paid,1,0,1,0
1o1mni1zctmmbhmng82,2,paid,1,0,1,0
1o1mni1zctmmbhmnjwu,2,paid,1,0,1,0
1o1mni1zctmmbhmslev,1,paid,1,0,1,0
1o1mni1zctmmbhmtwx7,1,paid,1,0,1,0
1o1mni1zctmmbhmyt3h,3,paid,2,0,1,0
1o1mni1zctmmbhn2twy,9,paid,6,1,1,1
1o1mni1zctmmbhn3psx,1,paid,2,0,1,0
1o1mni1zctmmbhn8bcq,4,paid,3,0,1,0
1o1mni1zctmmbhn8ev3,2,paid,2,0,1,0
1o1mni1zctmmbhnb0sh,9,paid,3,1,1,1
1o1mni1zctmmbhnbnl1,1,paid,2,0,1,0
1o1mni1zctmmbhnhohc,2,paid,1,0,1,0
1o1mni1zctmmbhnht8h,3,paid,1,0,1,0
1o1mni1zctmmbhniwav,20,paid,1,0,1,0
1o1mni1zctmmbhnjsxa,1,paid,1,0,1,0
1o1mni1zctmmbhnm1hk,3,organic,0,0,0,0
1o1mni1zctmmbhnmjsj,2,organic,0,0,0,0
1o1mni1zctmmbhnng4i,1,paid,2,0,1,0
1o1mni1zctmmbhnnm2z,2,organic,0,0,0,0
1o1mni1zctmmbhnp3v1,3,paid,2,0,1,0
1o1mni1zctmmbhnqifo,3,organic,0,0,0,0
1o1mni1zctmmbhnqla8,1,paid,1,0,1,0
1o1mni1zctmmbhnr43d,1,paid,1,0,1,0
1o1mni1zctmmbhnsx5u,3,paid,1,0,1,0
1o1mni1zctmmbhnuqud,5,paid,1,0,1,0
1o1mni1zctmmbhnwixu,1,paid,1,0,1,0
1o1mni1zctmmbho5rvq,11,organic,0,0,0,0
1o1mni1zctmmbho8srq,3,organic,0,0,0,0
1o1mni1zctmmbho9rq4,2,paid,1,0,1,0
1o1mni1zctmmbhob95b,5,paid,2,0,1,0
1o1mni1zctmmbhokiqe,7,paid,1,1,1,1
1o1mni1zctmmbhop7zo,20,paid,1,1,1,1
1o1mni1zctmmbhoqx7a,5,paid,1,0,1,0
1o1mni1zctmmbhospne,3,paid,2,0,1,0
1o1mni1zctmmbhovj71,11,paid,1,0,1,0
1o1mni1zctmmbhp3cjj,4,paid,1,0,1,0
1o1mni1zctmmbhp3pi3,4,organic,0,0,0,0
1o1mni1zctmmbhp6v2l,4,paid,1,0,1,0
1o1mni1zctmmbhp96eu,13,organic,0,1,0,1
1o1mni1zctmmbhp9zwy,26,paid,1,1,1,1
1o1mni1zctmmbhpj6zq,1,paid,3,0,1,0
1o1mni1zctmmbhppree,3,paid,1,0,1,0
1o1mni1zctmmbhpqhji,1,organic,0,0,0,0
1o1mni1zctmmbhpy5fi,1,organic,0,0,0,0
1o1mni1zctmmbhq8cx4,4,paid,2,0,1,0
1o1mni1zctmmbhqqwty,2,organic,0,0,0,0
1o1mni1zctmmbhqtmti,14,paid,1,0,1,0
1o1mni1zctmmbhquuxy,3,paid,1,0,1,0
1o1mni1zctmmbhqzspd,1,paid,1,0,1,0
1o1mni1zctmmbhr0bom,1,paid,1,0,1,0
1o1mni1zctmmbhr5yla,2,paid,2,0,1,0
1o1mni1zctmmbhrhtwg,1,paid,1,0,1,0
1o1mni1zctmmbhrligc,1,paid,1,0,1,0
1o1mni1zctmmbhrpvvi,10,organic,0,0,0,0
1o1mni1zctmmbhruao8,4,paid,1,0,1,0
1o1mni1zctmmbhs3xtu,1,paid,3,0,1,0
1o1mni1zctmmbhsa9c6,1,paid,1,0,1,0
1o1mni1zctmmbhscgsj,5,organic,0,0,0,0
1o1mni1zctmmbhsl9dm,1,paid,1,0,1,0
1o1mni1zctmmbhsnpbr,7,paid,2,0,1,0
1o1mni1zctmmbhstt8v,1,paid,2,0,1,0
1o1mni1zctmmbhszk00,4,organic,0,0,0,0
1o1mni1zctmmbht2kg9,26,organic,0,1,0,1
1o1mni1zctmmbht6vf1,2,paid,1,0,1,0
1o1mni1zctmmbhtf3xd,9,paid,1,0,1,0
1o1mni1zctmmbhthica,3,paid,2,0,1,0
1o1mni1zctmmbhtmyp5,2,paid,1,0,1,0
1o1mni1zctmmbhtv5tr,2,paid,1,0,1,0
1o1mni1zctmmbhu8ddy,1,organic,0,0,0,0
1o1mni1zctmmbhu9qrq,1,paid,1,0,1,0
1o1mni1zctmmbhuh0vd,3,organic,0,0,0,0
1o1mni1zctmmbhuqnvq,1,paid,1,0,1,0
1o1mni1zctmmbhust5u,1,paid,1,0,1,0
1o1mni1zctmmbhutz3i,22,paid,4,0,1,0
1o1mni1zctmmbhuu3k5,2,paid,1,0,1,0
1o1mni1zctmmbhuzdxd,8,paid,1,0,1,0
1o1mni1zctmmbhvb5er,1,paid,1,0,1,0
1o1mni1zctmmbhvnyvj,1,paid,1,0,1,0
1o1mni1zctmmbhvrqxi,1,paid,1,0,1,0
1o1mni1zctmmbhvw8yf,1,paid,1,0,1,0
1o1mni1zctmmbhvwozd,8,paid,1,0,1,0
1o1mni1zctmmbhvzdvq,1,paid,2,0,1,0
1o1mni1zctmmbhw1tk9,1,paid,1,0,1,0
1o1mni1zctmmbhw272a,1,paid,2,0,1,0
1o1mni1zctmmbhwu4d3,5,organic,0,0,0,0
1o1mni1zctmmbhx1f74,1,organic,0,0,0,0
1o1mni1zctmmbhx2b1i,1,paid,2,0,1,0
1o1mni1zctmmbhxmjvq,1,paid,1,0,1,0
1o1mni1zctmmbhxyx06,4,paid,3,0,1,0
1o1mni1zctmmbhy6r7f,8,paid,2,0,1,0
1o1mni1zctmmbhy7spk,4,paid,1,0,1,0
1o1mni1zctmmbhyen2m,1,paid,1,0,1,0
1o1mni1zctmmbhytpik,9,paid,1,1,1,1
1o1mni1zctmmbhyvdou,2,paid,1,0,1,0
1o1mni1zctmmbhyvgqj,1,paid,1,0,1,0
1o1mni1zctmmbhyvpmk,8,organic,0,0,0,0
1o1mni1zctmmbhz4mqe,1,paid,1,0,1,0
1o1mni1zctmmbhz6gn1,2,paid,1,0,1,0
1o1mni1zctmmbhz7rrt,26,paid,1,1,1,1
1o1mni1zctmmbhzi7yl,1,paid,2,0,1,0
1o1mni1zctmmbhzsika,1,paid,1,0,1,0
1o1mni1zctmmbhztjwb,1,paid,1,0,1,0
1o1mni1zctmmbhzvhj3,1,paid,2,0,1,0
1o1mni1zctmmbhzzs35,7,paid,1,0,1,0
1o1mni1zctmmbi03phg,4,paid,2,0,1,0
1o1mni1zctmmbi056je,16,organic,0,1,0,1
1o1mni1zctmmbi06jqj,11,organic,0,1,0,1
1o1mni1zctmmbi0feqm,1,paid,1,0,1,0
1o1mni1zctmmbi0fnah,1,paid,1,0,1,0
1o1mni1zctmmbi0npml,2,paid,1,0,1,0
1o1mni1zctmmbi0v028,24,paid,1,0,1,0
1o1mni1zctmmbi15br1,1,paid,1,0,1,0
1o1mni1zctmmbi18hd0,1,organic,0,0,0,0
1o1mni1zctmmbi1auxs,7,paid,1,1,1,1
1o1mni1zctmmbi1kj74,2,paid,1,0,1,0
1o1mni1zctmmbi1mkum,1,paid,1,0,1,0
1o1mni1zctmmbi1p4px,1,paid,1,0,1,0
1o1mni1zctmmbi1qx60,6,organic,0,0,0,0
1o1mni1zctmmbi1qz9k,2,paid,2,0,1,0
1o1mni1zctmmbi1r4wo,1,organic,0,0,0,0
1o1mni1zctmmbi221js,2,paid,1,0,1,0
1o1mni1zctmmbi24bsh,3,paid,1,0,1,0
1o1mni1zctmmbi25jid,1,paid,1,0,1,0
1o1mni1zctmmbi2ai6y,11,organic,0,1,0,1
1o1mni1zctmmbi2cq3i,2,paid,1,0,1,0
1o1mni1zctmmbi2d7of,1,paid,1,0,1,0
1o1mni1zctmmbi2dxpn,1,paid,1,0,1,0
1o1mni1zctmmbi2f6xj,4,organic,0,0,0,0
1o1mni1zctmmbi2ggoi,1,paid,1,0,1,0
1o1mni1zctmmbi2w66g,3,organic,0,0,0,0
1o1mni1zctmmbi2wcgm,1,paid,1,0,1,0
1o1mni1zctmmbi31fvb,7,paid,1,0,1,0
1o1mni1zctmmbi35fv2,3,organic,0,0,0,0
1o1mni1zctmmbi3cp3p,12,organic,0,1,0,1
1o1mni1zctmmbi3cw7u,4,paid,2,0,1,0
1o1mni1zctmmbi3mq9y,5,organic,0,0,0,0
1o1mni1zctmmbi3qh5y,1,paid,1,0,1,0
1o1mni1zctmmbi3vvvd,3,paid,2,0,1,0
1o1mni1zctmmbi400fx,4,paid,1,0,1,0
1o1mni1zctmmbi4cx9o,3,paid,1,0,1,0
1o1mni1zctmmbi4gdie,2,paid,1,0,1,0
1o1mni1zctmmbi4jljc,2,paid,1,0,1,0
1o1mni1zctmmbi4m32u,12,organic,0,1,0,1
1o1mni1zctmmbi4m9hy,2,paid,1,0,1,0
1o1mni1zctmmbi4qxaq,1,paid,1,0,1,0
1o1mni1zctmmbi4r4dc,29,organic,0,0,0,0
1o1mni1zctmmbi4t8x4,53,organic,0,1,0,1
1o1mni1zctmmbi4ui47,1,paid,1,0,1,0
1o1mni1zctmmbi4uy57,11,paid,1,0,1,0
1o1mni1zctmmbi4wz8l,9,organic,0,0,0,0
1o1mni1zctmmbi59bw5,2,paid,1,0,1,0
1o1mni1zctmmbi5b28b,3,paid,1,0,1,0
1o1mni1zctmmbi5cfll,6,paid,1,0,1,0
1o1mni1zctmmbi5e3ty,6,organic,0,0,0,0
1o1mni1zctmmbi5irud,2,paid,1,0,1,0
1o1mni1zctmmbi5l8lh,3,paid,1,0,1,0
1o1mni1zctmmbi5liv7,1,paid,1,0,1,0
1o1mni1zctmmbi5v03u,5,paid,1,0,1,0
1o1mni1zctmmbi5v06y,3,paid,1,0,1,0
1o1mni1zctmmbi6i5av,13,organic,0,1,0,1
1o1mni1zctmmbi6jcsg,16,organic,0,0,0,0
1o1mni1zctmmbi6k71j,2,paid,1,0,1,0
1o1mni1zctmmbi6k8cv,1,paid,1,0,1,0
1o1mni1zctmmbi6oo6l,3,paid,1,0,1,0
1o1mni1zctmmbi6u1pd,2,paid,2,0,1,0
1o1mni1zctmmbi6x1oh,1,paid,1,0,1,0
1o1mni1zctmmbi70073,1,paid,1,0,1,0
1o1mni1zctmmbi78ztt,2,paid,1,0,1,0
1o1mni1zctmmbi7eg1t,1,paid,1,0,1,0
1o1mni1zctmmbi7iunz,7,paid,1,0,1,0
1o1mni1zctmmbi7opwj,1,paid,1,0,1,0
1o1mni1zctmmbi7ovip,2,paid,1,0,1,0
1o1mni1zctmmbi7q8i2,1,paid,1,0,1,0
1o1mni1zctmmbi7v0q6,1,organic,0,0,0,0
1o1mni1zctmmbi7wanc,2,paid,2,0,1,0
1o1mni1zctmmbi7wh1q,1,paid,1,0,1,0
1o1mni1zctmmbi7wwsh,1,paid,1,0,1,0
1o1mni1zctmmbi7xtwb,1,paid,2,0,1,0
1o1mni1zctmmbi89ybs,27,organic,0,0,0,0
1o1mni1zctmmbi8afq0,38,paid,3,1,1,1
1o1mni1zctmmbi8lvbq,3,paid,1,0,1,0
1o1mni1zctmmbi92546,3,paid,1,0,1,0
1o1mni1zctmmbi93y2h,1,paid,1,0,1,0
1o1mni1zctmmbi93zvv,2,paid,1,0,1,0
1o1mni1zctmmbi9lh7l,1,paid,1,0,1,0
1o1mni1zctmmbi9p4zj,2,paid,4,0,1,0
